"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Minnesota"	"27"	"2004"	"2004"	"55-64 years"	"55-64"	3434	489300	701.82
	"Minnesota"	"27"	"2004"	"2004"	"65-74 years"	"65-74"	5413	300850	1799.24
	"Minnesota"	"27"	"2004"	"2004"	"75-84 years"	"75-84"	10417	220318	4728.17
	"Minnesota"	"27"	"2004"	"2004"	"85+ years"	"85+"	13162	93051	14144.93
	"Minnesota"	"27"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2005"	"2005"	"< 1 year"	"1"	362	69463	521.14
	"Minnesota"	"27"	"2005"	"2005"	"1-4 years"	"1-4"	42	274230	15.32
	"Minnesota"	"27"	"2005"	"2005"	"5-9 years"	"5-9"	36	338562	10.63
	"Minnesota"	"27"	"2005"	"2005"	"10-14 years"	"10-14"	65	365866	17.77
	"Minnesota"	"27"	"2005"	"2005"	"15-19 years"	"15-19"	182	381756	47.67
	"Minnesota"	"27"	"2005"	"2005"	"20-24 years"	"20-24"	250	366065	68.29
	"Minnesota"	"27"	"2005"	"2005"	"25-34 years"	"25-34"	486	658321	73.82
	"Minnesota"	"27"	"2005"	"2005"	"35-44 years"	"35-44"	1020	765460	133.25
	"Minnesota"	"27"	"2005"	"2005"	"45-54 years"	"45-54"	2319	767692	302.07
	"Minnesota"	"27"	"2005"	"2005"	"55-64 years"	"55-64"	3529	512412	688.70
	"Minnesota"	"27"	"2005"	"2005"	"65-74 years"	"65-74"	5289	304183	1738.76
	"Minnesota"	"27"	"2005"	"2005"	"75-84 years"	"75-84"	10391	220965	4702.55
	"Minnesota"	"27"	"2005"	"2005"	"85+ years"	"85+"	13563	94623	14333.72
	"Minnesota"	"27"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2006"	"2006"	"< 1 year"	"1"	381	70603	539.64
	"Minnesota"	"27"	"2006"	"2006"	"1-4 years"	"1-4"	62	276067	22.46
	"Minnesota"	"27"	"2006"	"2006"	"5-9 years"	"5-9"	40	340828	11.74
	"Minnesota"	"27"	"2006"	"2006"	"10-14 years"	"10-14"	48	361903	13.26
	"Minnesota"	"27"	"2006"	"2006"	"15-19 years"	"15-19"	189	381318	49.56
	"Minnesota"	"27"	"2006"	"2006"	"20-24 years"	"20-24"	267	369341	72.29
	"Minnesota"	"27"	"2006"	"2006"	"25-34 years"	"25-34"	520	661468	78.61
	"Minnesota"	"27"	"2006"	"2006"	"35-44 years"	"35-44"	1004	751384	133.62
	"Minnesota"	"27"	"2006"	"2006"	"45-54 years"	"45-54"	2311	783846	294.83
	"Minnesota"	"27"	"2006"	"2006"	"55-64 years"	"55-64"	3621	536391	675.07
	"Minnesota"	"27"	"2006"	"2006"	"65-74 years"	"65-74"	5203	311039	1672.78
	"Minnesota"	"27"	"2006"	"2006"	"75-84 years"	"75-84"	10098	221682	4555.17
	"Minnesota"	"27"	"2006"	"2006"	"85+ years"	"85+"	13283	97685	13597.79
	"Minnesota"	"27"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2007"	"2007"	"< 1 year"	"1"	409	73014	560.17
	"Minnesota"	"27"	"2007"	"2007"	"1-4 years"	"1-4"	65	280024	23.21
	"Minnesota"	"27"	"2007"	"2007"	"5-9 years"	"5-9"	38	342932	11.08
	"Minnesota"	"27"	"2007"	"2007"	"10-14 years"	"10-14"	44	357447	12.31
	"Minnesota"	"27"	"2007"	"2007"	"15-19 years"	"15-19"	161	380508	42.31
	"Minnesota"	"27"	"2007"	"2007"	"20-24 years"	"20-24"	270	363691	74.24
	"Minnesota"	"27"	"2007"	"2007"	"25-34 years"	"25-34"	448	678304	66.05
	"Minnesota"	"27"	"2007"	"2007"	"35-44 years"	"35-44"	920	733084	125.50
	"Minnesota"	"27"	"2007"	"2007"	"45-54 years"	"45-54"	2297	794764	289.02
	"Minnesota"	"27"	"2007"	"2007"	"55-64 years"	"55-64"	3734	561123	665.45
	"Minnesota"	"27"	"2007"	"2007"	"65-74 years"	"65-74"	5208	319643	1629.32
	"Minnesota"	"27"	"2007"	"2007"	"75-84 years"	"75-84"	9853	222353	4431.24
	"Minnesota"	"27"	"2007"	"2007"	"85+ years"	"85+"	13691	100316	13647.87
	"Minnesota"	"27"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2008"	"2008"	"< 1 year"	"1"	434	71839	604.13
	"Minnesota"	"27"	"2008"	"2008"	"1-4 years"	"1-4"	80	283606	28.21
	"Minnesota"	"27"	"2008"	"2008"	"5-9 years"	"5-9"	41	347065	11.81
	"Minnesota"	"27"	"2008"	"2008"	"10-14 years"	"10-14"	46	354831	12.96
	"Minnesota"	"27"	"2008"	"2008"	"15-19 years"	"15-19"	132	377663	34.95
	"Minnesota"	"27"	"2008"	"2008"	"20-24 years"	"20-24"	246	361413	68.07
	"Minnesota"	"27"	"2008"	"2008"	"25-34 years"	"25-34"	503	693862	72.49
	"Minnesota"	"27"	"2008"	"2008"	"35-44 years"	"35-44"	910	711830	127.84
	"Minnesota"	"27"	"2008"	"2008"	"45-54 years"	"45-54"	2390	803929	297.29
	"Minnesota"	"27"	"2008"	"2008"	"55-64 years"	"55-64"	3870	582155	664.77
	"Minnesota"	"27"	"2008"	"2008"	"65-74 years"	"65-74"	5530	333565	1657.85
	"Minnesota"	"27"	"2008"	"2008"	"75-84 years"	"75-84"	9982	222112	4494.13
	"Minnesota"	"27"	"2008"	"2008"	"85+ years"	"85+"	14335	103148	13897.51
	"Minnesota"	"27"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2009"	"2009"	"< 1 year"	"1"	326	69935	466.15
	"Minnesota"	"27"	"2009"	"2009"	"1-4 years"	"1-4"	63	285196	22.09
	"Minnesota"	"27"	"2009"	"2009"	"5-9 years"	"5-9"	38	352949	10.77
	"Minnesota"	"27"	"2009"	"2009"	"10-14 years"	"10-14"	47	352721	13.32
	"Minnesota"	"27"	"2009"	"2009"	"15-19 years"	"15-19"	146	372972	39.15
	"Minnesota"	"27"	"2009"	"2009"	"20-24 years"	"20-24"	229	358532	63.87
	"Minnesota"	"27"	"2009"	"2009"	"25-34 years"	"25-34"	468	707472	66.15
	"Minnesota"	"27"	"2009"	"2009"	"35-44 years"	"35-44"	910	692200	131.46
	"Minnesota"	"27"	"2009"	"2009"	"45-54 years"	"45-54"	2458	808480	304.03
	"Minnesota"	"27"	"2009"	"2009"	"55-64 years"	"55-64"	4077	608257	670.28
	"Minnesota"	"27"	"2009"	"2009"	"65-74 years"	"65-74"	5536	345983	1600.08
	"Minnesota"	"27"	"2009"	"2009"	"75-84 years"	"75-84"	9504	221671	4287.43
	"Minnesota"	"27"	"2009"	"2009"	"85+ years"	"85+"	14049	104835	13401.06
	"Minnesota"	"27"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2010"	"2010"	"< 1 year"	"1"	308	69009	446.32
	"Minnesota"	"27"	"2010"	"2010"	"1-4 years"	"1-4"	70	286495	24.43
	"Minnesota"	"27"	"2010"	"2010"	"5-9 years"	"5-9"	46	355536	12.94
	"Minnesota"	"27"	"2010"	"2010"	"10-14 years"	"10-14"	50	352342	14.19
	"Minnesota"	"27"	"2010"	"2010"	"15-19 years"	"15-19"	176	367829	47.85
	"Minnesota"	"27"	"2010"	"2010"	"20-24 years"	"20-24"	224	355651	62.98
	"Minnesota"	"27"	"2010"	"2010"	"25-34 years"	"25-34"	517	715586	72.25
	"Minnesota"	"27"	"2010"	"2010"	"35-44 years"	"35-44"	821	681094	120.54
	"Minnesota"	"27"	"2010"	"2010"	"45-54 years"	"45-54"	2375	807898	293.97
	"Minnesota"	"27"	"2010"	"2010"	"55-64 years"	"55-64"	4089	629364	649.70
	"Minnesota"	"27"	"2010"	"2010"	"65-74 years"	"65-74"	5618	354427	1585.09
	"Minnesota"	"27"	"2010"	"2010"	"75-84 years"	"75-84"	9742	222030	4387.70
	"Minnesota"	"27"	"2010"	"2010"	"85+ years"	"85+"	14936	106664	14002.85
	"Minnesota"	"27"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2011"	"2011"	"< 1 year"	"1"	326	68699	474.53
	"Minnesota"	"27"	"2011"	"2011"	"1-4 years"	"1-4"	55	284731	19.32
	"Minnesota"	"27"	"2011"	"2011"	"5-9 years"	"5-9"	36	357010	10.08
	"Minnesota"	"27"	"2011"	"2011"	"10-14 years"	"10-14"	53	353641	14.99
	"Minnesota"	"27"	"2011"	"2011"	"15-19 years"	"15-19"	142	367600	38.63
	"Minnesota"	"27"	"2011"	"2011"	"20-24 years"	"20-24"	237	354608	66.83
	"Minnesota"	"27"	"2011"	"2011"	"25-34 years"	"25-34"	522	729109	71.59
	"Minnesota"	"27"	"2011"	"2011"	"35-44 years"	"35-44"	809	670257	120.70
	"Minnesota"	"27"	"2011"	"2011"	"45-54 years"	"45-54"	2418	799169	302.56
	"Minnesota"	"27"	"2011"	"2011"	"55-64 years"	"55-64"	4342	662853	655.05
	"Minnesota"	"27"	"2011"	"2011"	"65-74 years"	"65-74"	5820	367543	1583.49
	"Minnesota"	"27"	"2011"	"2011"	"75-84 years"	"75-84"	9813	223733	4386.03
	"Minnesota"	"27"	"2011"	"2011"	"85+ years"	"85+"	15246	109609	13909.44
	"Minnesota"	"27"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2012"	"2012"	"< 1 year"	"1"	347	68214	508.69
	"Minnesota"	"27"	"2012"	"2012"	"1-4 years"	"1-4"	54	281486	19.18
	"Minnesota"	"27"	"2012"	"2012"	"5-9 years"	"5-9"	40	360897	11.08
	"Minnesota"	"27"	"2012"	"2012"	"10-14 years"	"10-14"	41	353060	11.61
	"Minnesota"	"27"	"2012"	"2012"	"15-19 years"	"15-19"	148	362570	40.82
	"Minnesota"	"27"	"2012"	"2012"	"20-24 years"	"20-24"	238	358626	66.36
	"Minnesota"	"27"	"2012"	"2012"	"25-34 years"	"25-34"	518	736565	70.33
	"Minnesota"	"27"	"2012"	"2012"	"35-44 years"	"35-44"	855	666919	128.20
	"Minnesota"	"27"	"2012"	"2012"	"45-54 years"	"45-54"	2346	785498	298.66
	"Minnesota"	"27"	"2012"	"2012"	"55-64 years"	"55-64"	4411	676463	652.07
	"Minnesota"	"27"	"2012"	"2012"	"65-74 years"	"65-74"	5901	392194	1504.61
	"Minnesota"	"27"	"2012"	"2012"	"75-84 years"	"75-84"	9689	225283	4300.81
	"Minnesota"	"27"	"2012"	"2012"	"85+ years"	"85+"	15428	112510	13712.56
	"Minnesota"	"27"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2013"	"2013"	"< 1 year"	"1"	349	69289	503.69
	"Minnesota"	"27"	"2013"	"2013"	"1-4 years"	"1-4"	51	279107	18.27
	"Minnesota"	"27"	"2013"	"2013"	"5-9 years"	"5-9"	41	363420	11.28
	"Minnesota"	"27"	"2013"	"2013"	"10-14 years"	"10-14"	49	354779	13.81
	"Minnesota"	"27"	"2013"	"2013"	"15-19 years"	"15-19"	117	357883	32.69
	"Minnesota"	"27"	"2013"	"2013"	"20-24 years"	"20-24"	246	362990	67.77
	"Minnesota"	"27"	"2013"	"2013"	"25-34 years"	"25-34"	602	743417	80.98
	"Minnesota"	"27"	"2013"	"2013"	"35-44 years"	"35-44"	864	667483	129.44
	"Minnesota"	"27"	"2013"	"2013"	"45-54 years"	"45-54"	2319	770488	300.98
	"Minnesota"	"27"	"2013"	"2013"	"55-64 years"	"55-64"	4466	694202	643.33
	"Minnesota"	"27"	"2013"	"2013"	"65-74 years"	"65-74"	6351	412756	1538.68
	"Minnesota"	"27"	"2013"	"2013"	"75-84 years"	"75-84"	9728	227937	4267.85
	"Minnesota"	"27"	"2013"	"2013"	"85+ years"	"85+"	15804	114770	13770.15
	"Minnesota"	"27"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2014"	"2014"	"< 1 year"	"1"	352	70133	501.90
	"Minnesota"	"27"	"2014"	"2014"	"1-4 years"	"1-4"	54	279838	19.30
	"Minnesota"	"27"	"2014"	"2014"	"5-9 years"	"5-9"	38	361659	10.51
	"Minnesota"	"27"	"2014"	"2014"	"10-14 years"	"10-14"	52	357909	14.53
	"Minnesota"	"27"	"2014"	"2014"	"15-19 years"	"15-19"	147	355384	41.36
	"Minnesota"	"27"	"2014"	"2014"	"20-24 years"	"20-24"	237	366194	64.72
	"Minnesota"	"27"	"2014"	"2014"	"25-34 years"	"25-34"	564	746751	75.53
	"Minnesota"	"27"	"2014"	"2014"	"35-44 years"	"35-44"	824	668389	123.28
	"Minnesota"	"27"	"2014"	"2014"	"45-54 years"	"45-54"	2237	756368	295.76
	"Minnesota"	"27"	"2014"	"2014"	"55-64 years"	"55-64"	4567	710642	642.66
	"Minnesota"	"27"	"2014"	"2014"	"65-74 years"	"65-74"	6511	431741	1508.08
	"Minnesota"	"27"	"2014"	"2014"	"75-84 years"	"75-84"	9968	231638	4303.27
	"Minnesota"	"27"	"2014"	"2014"	"85+ years"	"85+"	15893	116463	13646.39
	"Minnesota"	"27"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2015"	"2015"	"< 1 year"	"1"	360	69709	516.43
	"Minnesota"	"27"	"2015"	"2015"	"1-4 years"	"1-4"	58	280728	20.66
	"Minnesota"	"27"	"2015"	"2015"	"5-9 years"	"5-9"	45	360303	12.49
	"Minnesota"	"27"	"2015"	"2015"	"10-14 years"	"10-14"	41	358872	11.42
	"Minnesota"	"27"	"2015"	"2015"	"15-19 years"	"15-19"	147	354914	41.42
	"Minnesota"	"27"	"2015"	"2015"	"20-24 years"	"20-24"	255	366563	69.57
	"Minnesota"	"27"	"2015"	"2015"	"25-34 years"	"25-34"	610	746333	81.73
	"Minnesota"	"27"	"2015"	"2015"	"35-44 years"	"35-44"	878	671353	130.78
	"Minnesota"	"27"	"2015"	"2015"	"45-54 years"	"45-54"	2213	742033	298.23
	"Minnesota"	"27"	"2015"	"2015"	"55-64 years"	"55-64"	4795	726306	660.19
	"Minnesota"	"27"	"2015"	"2015"	"65-74 years"	"65-74"	6967	451830	1541.95
	"Minnesota"	"27"	"2015"	"2015"	"75-84 years"	"75-84"	9753	235420	4142.81
	"Minnesota"	"27"	"2015"	"2015"	"85+ years"	"85+"	16677	118071	14124.55
	"Minnesota"	"27"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"2016"	"2016"	"< 1 year"	"1"	356	69937	509.03
	"Minnesota"	"27"	"2016"	"2016"	"1-4 years"	"1-4"	60	282567	21.23
	"Minnesota"	"27"	"2016"	"2016"	"5-9 years"	"5-9"	42	359459	11.68
	"Minnesota"	"27"	"2016"	"2016"	"10-14 years"	"10-14"	49	361035	13.57
	"Minnesota"	"27"	"2016"	"2016"	"15-19 years"	"15-19"	130	355903	36.53
	"Minnesota"	"27"	"2016"	"2016"	"20-24 years"	"20-24"	267	366974	72.76
	"Minnesota"	"27"	"2016"	"2016"	"25-34 years"	"25-34"	673	748412	89.92
	"Minnesota"	"27"	"2016"	"2016"	"35-44 years"	"35-44"	930	676706	137.43
	"Minnesota"	"27"	"2016"	"2016"	"45-54 years"	"45-54"	2137	727418	293.78
	"Minnesota"	"27"	"2016"	"2016"	"55-64 years"	"55-64"	4973	739313	672.65
	"Minnesota"	"27"	"2016"	"2016"	"65-74 years"	"65-74"	7075	472248	1498.15
	"Minnesota"	"27"	"2016"	"2016"	"75-84 years"	"75-84"	9895	240616	4112.36
	"Minnesota"	"27"	"2016"	"2016"	"85+ years"	"85+"	16490	119364	13814.89
	"Minnesota"	"27"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"1999"	"1999"	"< 1 year"	"1"	433	41147	1052.32
	"Mississippi"	"28"	"1999"	"1999"	"1-4 years"	"1-4"	92	162641	56.57
	"Mississippi"	"28"	"1999"	"1999"	"5-9 years"	"5-9"	59	216879	27.20
	"Mississippi"	"28"	"1999"	"1999"	"10-14 years"	"10-14"	79	217856	36.26
	"Mississippi"	"28"	"1999"	"1999"	"15-19 years"	"15-19"	245	235794	103.90
	"Mississippi"	"28"	"1999"	"1999"	"20-24 years"	"20-24"	290	211246	137.28
	"Mississippi"	"28"	"1999"	"1999"	"25-34 years"	"25-34"	627	382499	163.92
	"Mississippi"	"28"	"1999"	"1999"	"35-44 years"	"35-44"	1292	424613	304.28
	"Mississippi"	"28"	"1999"	"1999"	"45-54 years"	"45-54"	2057	351029	585.99
	"Mississippi"	"28"	"1999"	"1999"	"55-64 years"	"55-64"	3284	242369	1354.96
	"Mississippi"	"28"	"1999"	"1999"	"65-74 years"	"65-74"	5675	185423	3060.57
	"Mississippi"	"28"	"1999"	"1999"	"75-84 years"	"75-84"	7381	114646	6438.08
	"Mississippi"	"28"	"1999"	"1999"	"85+ years"	"85+"	6671	42266	15783.37
	"Mississippi"	"28"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2000"	"2000"	"< 1 year"	"1"	470	41952	1120.33
	"Mississippi"	"28"	"2000"	"2000"	"1-4 years"	"1-4"	100	163579	61.13
	"Mississippi"	"28"	"2000"	"2000"	"5-9 years"	"5-9"	46	217144	21.18
	"Mississippi"	"28"	"2000"	"2000"	"10-14 years"	"10-14"	73	219000	33.33
	"Mississippi"	"28"	"2000"	"2000"	"15-19 years"	"15-19"	241	233319	103.29
	"Mississippi"	"28"	"2000"	"2000"	"20-24 years"	"20-24"	298	213501	139.58
	"Mississippi"	"28"	"2000"	"2000"	"25-34 years"	"25-34"	643	381594	168.50
	"Mississippi"	"28"	"2000"	"2000"	"35-44 years"	"35-44"	1292	424734	304.19
	"Mississippi"	"28"	"2000"	"2000"	"45-54 years"	"45-54"	2167	361429	599.56
	"Mississippi"	"28"	"2000"	"2000"	"55-64 years"	"55-64"	3298	245462	1343.59
	"Mississippi"	"28"	"2000"	"2000"	"65-74 years"	"65-74"	5562	185456	2999.09
	"Mississippi"	"28"	"2000"	"2000"	"75-84 years"	"75-84"	7499	114713	6537.18
	"Mississippi"	"28"	"2000"	"2000"	"85+ years"	"85+"	6960	42775	16271.19
	"Mississippi"	"28"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2001"	"2001"	"< 1 year"	"1"	445	42545	1045.95
	"Mississippi"	"28"	"2001"	"2001"	"1-4 years"	"1-4"	97	161902	59.91
	"Mississippi"	"28"	"2001"	"2001"	"5-9 years"	"5-9"	50	210910	23.71
	"Mississippi"	"28"	"2001"	"2001"	"10-14 years"	"10-14"	60	219870	27.29
	"Mississippi"	"28"	"2001"	"2001"	"15-19 years"	"15-19"	200	228583	87.50
	"Mississippi"	"28"	"2001"	"2001"	"20-24 years"	"20-24"	314	220851	142.18
	"Mississippi"	"28"	"2001"	"2001"	"25-34 years"	"25-34"	633	374462	169.04
	"Mississippi"	"28"	"2001"	"2001"	"35-44 years"	"35-44"	1327	420426	315.63
	"Mississippi"	"28"	"2001"	"2001"	"45-54 years"	"45-54"	2234	377472	591.83
	"Mississippi"	"28"	"2001"	"2001"	"55-64 years"	"55-64"	3247	251411	1291.51
	"Mississippi"	"28"	"2001"	"2001"	"65-74 years"	"65-74"	5407	186586	2897.86
	"Mississippi"	"28"	"2001"	"2001"	"75-84 years"	"75-84"	7332	116054	6317.75
	"Mississippi"	"28"	"2001"	"2001"	"85+ years"	"85+"	6909	41922	16480.61
	"Mississippi"	"28"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2002"	"2002"	"< 1 year"	"1"	428	40624	1053.56
	"Mississippi"	"28"	"2002"	"2002"	"1-4 years"	"1-4"	72	163867	43.94
	"Mississippi"	"28"	"2002"	"2002"	"5-9 years"	"5-9"	65	206467	31.48
	"Mississippi"	"28"	"2002"	"2002"	"10-14 years"	"10-14"	81	220758	36.69
	"Mississippi"	"28"	"2002"	"2002"	"15-19 years"	"15-19"	219	224321	97.63
	"Mississippi"	"28"	"2002"	"2002"	"20-24 years"	"20-24"	293	224367	130.59
	"Mississippi"	"28"	"2002"	"2002"	"25-34 years"	"25-34"	661	372165	177.61
	"Mississippi"	"28"	"2002"	"2002"	"35-44 years"	"35-44"	1276	413304	308.73
	"Mississippi"	"28"	"2002"	"2002"	"45-54 years"	"45-54"	2343	382407	612.70
	"Mississippi"	"28"	"2002"	"2002"	"55-64 years"	"55-64"	3475	265001	1311.32
	"Mississippi"	"28"	"2002"	"2002"	"65-74 years"	"65-74"	5298	186502	2840.72
	"Mississippi"	"28"	"2002"	"2002"	"75-84 years"	"75-84"	7641	117816	6485.54
	"Mississippi"	"28"	"2002"	"2002"	"85+ years"	"85+"	6996	41082	17029.36
	"Mississippi"	"28"	"2002"	"2002"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2003"	"2003"	"< 1 year"	"1"	455	40924	1111.82
	"Mississippi"	"28"	"2003"	"2003"	"1-4 years"	"1-4"	87	163677	53.15
	"Mississippi"	"28"	"2003"	"2003"	"5-9 years"	"5-9"	45	202849	22.18
	"Mississippi"	"28"	"2003"	"2003"	"10-14 years"	"10-14"	65	222566	29.20
	"Mississippi"	"28"	"2003"	"2003"	"15-19 years"	"15-19"	194	221348	87.64
	"Mississippi"	"28"	"2003"	"2003"	"20-24 years"	"20-24"	289	226504	127.59
	"Mississippi"	"28"	"2003"	"2003"	"25-34 years"	"25-34"	660	371138	177.83
	"Mississippi"	"28"	"2003"	"2003"	"35-44 years"	"35-44"	1268	406696	311.78
	"Mississippi"	"28"	"2003"	"2003"	"45-54 years"	"45-54"	2410	389247	619.14
	"Mississippi"	"28"	"2003"	"2003"	"55-64 years"	"55-64"	3517	275436	1276.88
	"Mississippi"	"28"	"2003"	"2003"	"65-74 years"	"65-74"	5210	188332	2766.39
	"Mississippi"	"28"	"2003"	"2003"	"75-84 years"	"75-84"	7501	119064	6299.97
	"Mississippi"	"28"	"2003"	"2003"	"85+ years"	"85+"	6787	40531	16745.21
	"Mississippi"	"28"	"2003"	"2003"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2004"	"2004"	"< 1 year"	"1"	420	41819	1004.33
	"Mississippi"	"28"	"2004"	"2004"	"1-4 years"	"1-4"	82	164800	49.76
	"Mississippi"	"28"	"2004"	"2004"	"5-9 years"	"5-9"	40	201879	19.81
	"Mississippi"	"28"	"2004"	"2004"	"10-14 years"	"10-14"	59	221924	26.59
	"Mississippi"	"28"	"2004"	"2004"	"15-19 years"	"15-19"	220	222108	99.05
	"Mississippi"	"28"	"2004"	"2004"	"20-24 years"	"20-24"	296	226445	130.72
	"Mississippi"	"28"	"2004"	"2004"	"25-34 years"	"25-34"	663	373250	177.63
	"Mississippi"	"28"	"2004"	"2004"	"35-44 years"	"35-44"	1195	402330	297.02
	"Mississippi"	"28"	"2004"	"2004"	"45-54 years"	"45-54"	2494	396612	628.83
	"Mississippi"	"28"	"2004"	"2004"	"55-64 years"	"55-64"	3651	286523	1274.24
	"Mississippi"	"28"	"2004"	"2004"	"65-74 years"	"65-74"	5091	190784	2668.46
	"Mississippi"	"28"	"2004"	"2004"	"75-84 years"	"75-84"	7219	119984	6016.64
	"Mississippi"	"28"	"2004"	"2004"	"85+ years"	"85+"	6440	40552	15880.84
	"Mississippi"	"28"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2005"	"2005"	"< 1 year"	"1"	481	41713	1153.12
	"Mississippi"	"28"	"2005"	"2005"	"1-4 years"	"1-4"	77	165620	46.49
	"Mississippi"	"28"	"2005"	"2005"	"5-9 years"	"5-9"	52	201392	25.82
	"Mississippi"	"28"	"2005"	"2005"	"10-14 years"	"10-14"	61	218772	27.88
	"Mississippi"	"28"	"2005"	"2005"	"15-19 years"	"15-19"	219	223618	97.93
	"Mississippi"	"28"	"2005"	"2005"	"20-24 years"	"20-24"	297	223094	133.13
	"Mississippi"	"28"	"2005"	"2005"	"25-34 years"	"25-34"	703	375456	187.24
	"Mississippi"	"28"	"2005"	"2005"	"35-44 years"	"35-44"	1252	398571	314.12
	"Mississippi"	"28"	"2005"	"2005"	"45-54 years"	"45-54"	2647	403606	655.84
	"Mississippi"	"28"	"2005"	"2005"	"55-64 years"	"55-64"	3802	297902	1276.26
	"Mississippi"	"28"	"2005"	"2005"	"65-74 years"	"65-74"	5122	194228	2637.11
	"Mississippi"	"28"	"2005"	"2005"	"75-84 years"	"75-84"	7542	120491	6259.39
	"Mississippi"	"28"	"2005"	"2005"	"85+ years"	"85+"	6933	41480	16714.08
	"Mississippi"	"28"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2006"	"2006"	"< 1 year"	"1"	488	41608	1172.85
	"Mississippi"	"28"	"2006"	"2006"	"1-4 years"	"1-4"	78	163060	47.84
	"Mississippi"	"28"	"2006"	"2006"	"5-9 years"	"5-9"	39	201432	19.36
	"Mississippi"	"28"	"2006"	"2006"	"10-14 years"	"10-14"	55	215913	25.47
	"Mississippi"	"28"	"2006"	"2006"	"15-19 years"	"15-19"	201	224205	89.65
	"Mississippi"	"28"	"2006"	"2006"	"20-24 years"	"20-24"	344	216848	158.64
	"Mississippi"	"28"	"2006"	"2006"	"25-34 years"	"25-34"	737	373805	197.16
	"Mississippi"	"28"	"2006"	"2006"	"35-44 years"	"35-44"	1263	393261	321.16
	"Mississippi"	"28"	"2006"	"2006"	"45-54 years"	"45-54"	2672	408153	654.66
	"Mississippi"	"28"	"2006"	"2006"	"55-64 years"	"55-64"	3785	308496	1226.92
	"Mississippi"	"28"	"2006"	"2006"	"65-74 years"	"65-74"	5064	196222	2580.75
	"Mississippi"	"28"	"2006"	"2006"	"75-84 years"	"75-84"	7143	120254	5939.93
	"Mississippi"	"28"	"2006"	"2006"	"85+ years"	"85+"	6692	41721	16039.88
	"Mississippi"	"28"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"2007"	"2007"	"< 1 year"	"1"	467	44937	1039.23
	"Mississippi"	"28"	"2007"	"2007"	"1-4 years"	"1-4"	92	164581	55.90
	"Mississippi"	"28"	"2007"	"2007"	"5-9 years"	"5-9"	48	203227	23.62
	"Mississippi"	"28"	"2007"	"2007"	"10-14 years"	"10-14"	63	212808	29.60
	"Mississippi"	"28"	"2007"	"2007"	"15-19 years"	"15-19"	216	226889	95.20
	"Mississippi"	"28"	"2007"	"2007"	"20-24 years"	"20-24"	318	213013	149.29
	"Mississippi"	"28"	"2007"	"2007"	"25-34 years"	"25-34"	635	377937	168.02
	"Mississippi"	"28"	"2007"	"2007"	"35-44 years"	"35-44"	1192	390145	305.53
	"Mississippi"	"28"	"2007"	"2007"	"45-54 years"	"45-54"	2588	413046	626.56
	"Mississippi"	"28"	"2007"	"2007"	"55-64 years"	"55-64"	3885	318811	1218.59
